id,enunciado,alternativa,texto_alt,label

pc2025_01_pn_34,"Caio, multirreincidente em crime doloso, foi condenado, definitivamente, pela prática de determinada infração penal, ao cumprimento de seis anos de detenção, além do pagamento de multa. Registre-se que, na primeira fase da dosimetria da pena, o juízo considerou a presença de três circunstâncias judiciais desfavoráveis. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que Caio iniciará o cumprimento da pena em regime",B,"semiaberto, ficando sujeito a trabalho em comum durante o período diurno, em colônia agrícola, industrial ou estabelecimento similar.",1,,,,,,
pc2025_01_pn_34,"Caio, multirreincidente em crime doloso, foi condenado, definitivamente, pela prática de determinada infração penal, ao cumprimento de seis anos de detenção, além do pagamento de multa. Registre-se que, na primeira fase da dosimetria da pena, o juízo considerou a presença de três circunstâncias judiciais desfavoráveis. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que Caio iniciará o cumprimento da pena em regime",C,"aberto, ficando sujeito a trabalho em comum durante o período diurno, em colônia agrícola, industrial ou estabelecimento similar.",0,,,,,,
pc2025_01_pn_34,"Caio, multirreincidente em crime doloso, foi condenado, definitivamente, pela prática de determinada infração penal, ao cumprimento de seis anos de detenção, além do pagamento de multa. Registre-se que, na primeira fase da dosimetria da pena, o juízo considerou a presença de três circunstâncias judiciais desfavoráveis. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que Caio iniciará o cumprimento da pena em regime",D,"fechado, ficando sujeito a trabalho no período diurno e a isolamento durante o repouso noturno.",0,,,,,,
pc2025_01_pn_34,"Caio, multirreincidente em crime doloso, foi condenado, definitivamente, pela prática de determinada infração penal, ao cumprimento de seis anos de detenção, além do pagamento de multa. Registre-se que, na primeira fase da dosimetria da pena, o juízo considerou a presença de três circunstâncias judiciais desfavoráveis. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que Caio iniciará o cumprimento da pena em regime",E,"semiaberto, ficando sujeito a trabalho fora do estabelecimento e sem vigilância.",0,,,,,,
pc2025_01_pn_35,"João realizou publicação de natureza jornalística, em revista de grande circulação, contendo cenas de nudez de Maria, com a adoção de recurso que impossibilitou, por completo, a identificação da mulher. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que a conduta de João não caracteriza crime em razão da existência de causa (de)",A,excludente de culpabilidade.,0,,,,,,
pc2025_01_pn_35,"João realizou publicação de natureza jornalística, em revista de grande circulação, contendo cenas de nudez de Maria, com a adoção de recurso que impossibilitou, por completo, a identificação da mulher. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que a conduta de João não caracteriza crime em razão da existência de causa (de)",B,excludente de tipicidade.,0,,,,,,
pc2025_01_pn_35,"João realizou publicação de natureza jornalística, em revista de grande circulação, contendo cenas de nudez de Maria, com a adoção de recurso que impossibilitou, por completo, a identificação da mulher. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que a conduta de João não caracteriza crime em razão da existência de causa (de)",C,extintiva da punibilidade.,0,,,,,,
pc2025_01_pn_35,"João realizou publicação de natureza jornalística, em revista de grande circulação, contendo cenas de nudez de Maria, com a adoção de recurso que impossibilitou, por completo, a identificação da mulher. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que a conduta de João não caracteriza crime em razão da existência de causa (de)",D,excludente de ilicitude.,1,,,,,,
pc2025_01_pn_35,"João realizou publicação de natureza jornalística, em revista de grande circulação, contendo cenas de nudez de Maria, com a adoção de recurso que impossibilitou, por completo, a identificação da mulher. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que a conduta de João não caracteriza crime em razão da existência de causa (de)",E,isenção de pena.,0,,,,,,
pc2025_01_pn_36,"Após ser provocado, de forma reprovável, por Caio, o particular Matheus, extremamente irritado, acabou por ofendê-lo, por meio de palavras depreciativas e de baixo calão. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que a conduta de Matheus",A,"não é considerada crime, já que o agente foi previamente provocado, de forma reprovável, por Caio.",0,,,,,,
pc2025_01_pn_36,"Após ser provocado, de forma reprovável, por Caio, o particular Matheus, extremamente irritado, acabou por ofendê-lo, por meio de palavras depreciativas e de baixo calão. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que a conduta de Matheus",B,"caracteriza o crime de injúria, sendo certo que o juiz deverá aplicar as penas previstas no tipo penal.",0,,,,,,
pc2025_01_pn_36,"Após ser provocado, de forma reprovável, por Caio, o particular Matheus, extremamente irritado, acabou por ofendê-lo, por meio de palavras depreciativas e de baixo calão. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que a conduta de Matheus",C,"caracteriza o crime de injúria, mas o juiz poderá deixar de aplicar a pena.",1,,,,,,
pc2025_01_pn_36,"Após ser provocado, de forma reprovável, por Caio, o particular Matheus, extremamente irritado, acabou por ofendê-lo, por meio de palavras depreciativas e de baixo calão. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que a conduta de Matheus",D,"caracteriza o crime de difamação, mas o juiz poderá deixar de aplicar a pena.",0,,,,,,
pc2025_01_pn_36,"Após ser provocado, de forma reprovável, por Caio, o particular Matheus, extremamente irritado, acabou por ofendê-lo, por meio de palavras depreciativas e de baixo calão. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que a conduta de Matheus",E,é formal e materialmente atípica.,0,,,,,,
pc2025_01_pn_37,"Após a observância do contraditório e da ampla defesa, como consectários do devido processo legal, Caio foi condenado, definitivamente, pela prática do crime de abuso de autoridade. Nesse cenário, considerando as disposições da Lei no 13.869/2019, tem-se, como efeito da condenação, a",A,"inabilitação para o exercício de cargo, mandato ou função pública, pelo período de um a cinco anos. Registre-se que o referido efeito está condicionado à ocorrência de reincidência em crime de abuso de autoridade e não é automático, devendo ser declarado motivadamente na sentença.",1,,,,,,
pc2025_01_pn_37,"Após a observância do contraditório e da ampla defesa, como consectários do devido processo legal, Caio foi condenado, definitivamente, pela prática do crime de abuso de autoridade. Nesse cenário, considerando as disposições da Lei no 13.869/2019, tem-se, como efeito da condenação, a",B,"inabilitação para o exercício de cargo, mandato ou função pública, pelo período de dois a oito anos. Registre-se que o referido efeito está condicionado à ocorrência de reincidência em crime de abuso de autoridade e não é automático, devendo ser declarado motivadamente na sentença.",0,,,,,,
pc2025_01_pn_37,"Após a observância do contraditório e da ampla defesa, como consectários do devido processo legal, Caio foi condenado, definitivamente, pela prática do crime de abuso de autoridade. Nesse cenário, considerando as disposições da Lei no 13.869/2019, tem-se, como efeito da condenação, a",C,"inabilitação para o exercício de cargo, mandato ou função pública, pelo período de um a cinco anos. Registre-se que o referido efeito independe da reincidência em crime de abuso de autoridade, mas não é automático, devendo ser declarado motivadamente na sentença.",0,,,,,,
pc2025_01_pn_37,"Após a observância do contraditório e da ampla defesa, como consectários do devido processo legal, Caio foi condenado, definitivamente, pela prática do crime de abuso de autoridade. Nesse cenário, considerando as disposições da Lei no 13.869/2019, tem-se, como efeito da condenação, a",D,"perda do cargo, do mandato ou da função pública. Registre-se que o referido efeito, de natureza automática, está condicionado à ocorrência de reincidência em crime de abuso de autoridade.",0,,,,,,
pc2025_01_pn_37,"Após a observância do contraditório e da ampla defesa, como consectários do devido processo legal, Caio foi condenado, definitivamente, pela prática do crime de abuso de autoridade. Nesse cenário, considerando as disposições da Lei no 13.869/2019, tem-se, como efeito da condenação, a",E,"perda do cargo, do mandato ou da função pública. Registre-se que o referido efeito, de natureza automática, independe da reincidência em crime de abuso de autoridade.",0,,,,,,
pc2025_01_pn_38,"Lucas, investigador de polícia, participou de complexa investigação, no âmbito da qual apurou-se a prática de crime previsto no Estatuto da Criança e do Adolescente por parte do servidor público João, em detrimento de Caio, infante com seis anos de idade. Nesse cenário, considerando as disposições da Lei no 8.069/1990, avalie as afirmativas a seguir e assinale (V) para verdadeira e (F) para falsa. ( ) Aos crimes cometidos contra a criança e o adolescente, independentemente da pena prevista, não se aplicam os ditames da Lei dos Juizados Especiais Criminais. ( ) Nos casos de violência doméstica e familiar contra a criança e o adolescente, é vedada a aplicação de penas de cesta básica ou de outras de prestação pecuniária, bem como a substituição de pena que implique o pagamento isolado de multa. ( ) A perda do cargo público, como efeito da condenação por crime previsto no Estatuto da Criança e do Adolescente, praticado por servidor público com abuso de autoridade, independe da ocorrência de reincidência. As afirmativas são, respectivamente,",A,F – V – F.,0,,,,,,
pc2025_01_pn_38,"Lucas, investigador de polícia, participou de complexa investigação, no âmbito da qual apurou-se a prática de crime previsto no Estatuto da Criança e do Adolescente por parte do servidor público João, em detrimento de Caio, infante com seis anos de idade. Nesse cenário, considerando as disposições da Lei no 8.069/1990, avalie as afirmativas a seguir e assinale (V) para verdadeira e (F) para falsa. ( ) Aos crimes cometidos contra a criança e o adolescente, independentemente da pena prevista, não se aplicam os ditames da Lei dos Juizados Especiais Criminais. ( ) Nos casos de violência doméstica e familiar contra a criança e o adolescente, é vedada a aplicação de penas de cesta básica ou de outras de prestação pecuniária, bem como a substituição de pena que implique o pagamento isolado de multa. ( ) A perda do cargo público, como efeito da condenação por crime previsto no Estatuto da Criança e do Adolescente, praticado por servidor público com abuso de autoridade, independe da ocorrência de reincidência. As afirmativas são, respectivamente,",B,V – V – F.,1,,,,,,
pc2025_01_pn_38,"Lucas, investigador de polícia, participou de complexa investigação, no âmbito da qual apurou-se a prática de crime previsto no Estatuto da Criança e do Adolescente por parte do servidor público João, em detrimento de Caio, infante com seis anos de idade. Nesse cenário, considerando as disposições da Lei no 8.069/1990, avalie as afirmativas a seguir e assinale (V) para verdadeira e (F) para falsa. ( ) Aos crimes cometidos contra a criança e o adolescente, independentemente da pena prevista, não se aplicam os ditames da Lei dos Juizados Especiais Criminais. ( ) Nos casos de violência doméstica e familiar contra a criança e o adolescente, é vedada a aplicação de penas de cesta básica ou de outras de prestação pecuniária, bem como a substituição de pena que implique o pagamento isolado de multa. ( ) A perda do cargo público, como efeito da condenação por crime previsto no Estatuto da Criança e do Adolescente, praticado por servidor público com abuso de autoridade, independe da ocorrência de reincidência. As afirmativas são, respectivamente,",C,F – V – V.,0,,,,,,
pc2025_01_pn_38,"Lucas, investigador de polícia, participou de complexa investigação, no âmbito da qual apurou-se a prática de crime previsto no Estatuto da Criança e do Adolescente por parte do servidor público João, em detrimento de Caio, infante com seis anos de idade. Nesse cenário, considerando as disposições da Lei no 8.069/1990, avalie as afirmativas a seguir e assinale (V) para verdadeira e (F) para falsa. ( ) Aos crimes cometidos contra a criança e o adolescente, independentemente da pena prevista, não se aplicam os ditames da Lei dos Juizados Especiais Criminais. ( ) Nos casos de violência doméstica e familiar contra a criança e o adolescente, é vedada a aplicação de penas de cesta básica ou de outras de prestação pecuniária, bem como a substituição de pena que implique o pagamento isolado de multa. ( ) A perda do cargo público, como efeito da condenação por crime previsto no Estatuto da Criança e do Adolescente, praticado por servidor público com abuso de autoridade, independe da ocorrência de reincidência. As afirmativas são, respectivamente,",D,V – V – V.,0,,,,,,
pc2025_01_pn_38,"Lucas, investigador de polícia, participou de complexa investigação, no âmbito da qual apurou-se a prática de crime previsto no Estatuto da Criança e do Adolescente por parte do servidor público João, em detrimento de Caio, infante com seis anos de idade. Nesse cenário, considerando as disposições da Lei no 8.069/1990, avalie as afirmativas a seguir e assinale (V) para verdadeira e (F) para falsa. ( ) Aos crimes cometidos contra a criança e o adolescente, independentemente da pena prevista, não se aplicam os ditames da Lei dos Juizados Especiais Criminais. ( ) Nos casos de violência doméstica e familiar contra a criança e o adolescente, é vedada a aplicação de penas de cesta básica ou de outras de prestação pecuniária, bem como a substituição de pena que implique o pagamento isolado de multa. ( ) A perda do cargo público, como efeito da condenação por crime previsto no Estatuto da Criança e do Adolescente, praticado por servidor público com abuso de autoridade, independe da ocorrência de reincidência. As afirmativas são, respectivamente,",E,F – F – F.,0,,,,,,
pc2025_01_pn_39,"Matheus, agindo com dolo, vem perseguindo, de forma reiterada, a sua ex-companheira Maria. Registre-se que Matheus está ameaçando a sua integridade física por meio do emprego de arma de fogo. O agente assim atua, invadindo a esfera de liberdade da vítima, com o propósito de reatar o relacionamento de outrora. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que Matheus incorrerá no crime de perseguição",A,"simples, com a incidência de duas causas de aumento de pena, sujeito à ação penal pública condicionada à representação da vítima.",1,,,,,,
pc2025_01_pn_39,"Matheus, agindo com dolo, vem perseguindo, de forma reiterada, a sua ex-companheira Maria. Registre-se que Matheus está ameaçando a sua integridade física por meio do emprego de arma de fogo. O agente assim atua, invadindo a esfera de liberdade da vítima, com o propósito de reatar o relacionamento de outrora. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que Matheus incorrerá no crime de perseguição",B,"simples, com a incidência de duas causas de aumento de pena, sujeito à ação penal pública incondicionada.",0,,,,,,
pc2025_01_pn_39,"Matheus, agindo com dolo, vem perseguindo, de forma reiterada, a sua ex-companheira Maria. Registre-se que Matheus está ameaçando a sua integridade física por meio do emprego de arma de fogo. O agente assim atua, invadindo a esfera de liberdade da vítima, com o propósito de reatar o relacionamento de outrora. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que Matheus incorrerá no crime de perseguição",C,"qualificado, com a incidência de uma causa de aumento de pena, sujeito à ação penal pública incondicionada.",0,,,,,,
pc2025_01_pn_39,"Matheus, agindo com dolo, vem perseguindo, de forma reiterada, a sua ex-companheira Maria. Registre-se que Matheus está ameaçando a sua integridade física por meio do emprego de arma de fogo. O agente assim atua, invadindo a esfera de liberdade da vítima, com o propósito de reatar o relacionamento de outrora. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que Matheus incorrerá no crime de perseguição",D,"duplamente qualificado, sujeito à ação penal pública condicionada à representação da vítima.",0,,,,,,
pc2025_01_pn_39,"Matheus, agindo com dolo, vem perseguindo, de forma reiterada, a sua ex-companheira Maria. Registre-se que Matheus está ameaçando a sua integridade física por meio do emprego de arma de fogo. O agente assim atua, invadindo a esfera de liberdade da vítima, com o propósito de reatar o relacionamento de outrora. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que Matheus incorrerá no crime de perseguição",E,"duplamente qualificado, sujeito à ação penal pública incondicionada.",0,,,,,,
pc2025_01_pn_40,"Após o conturbado término da sua relação conjugal, Maria obteve, em juízo, medidas protetivas de urgência em detrimento de Caio, seu ex-marido, proibindo-o de ter qualquer tipo de contato ou aproximação, físico ou virtual, com a ofendida. Contudo, agindo dolosamente, Caio dela se aproximou, buscando a reconciliação do casal. Caracterizou-se, assim, o crime de descumprimento de medida protetiva de urgência. De acordo com a narrativa e considerando as disposições da Lei no 11.340/2006, analise as afirmativas a seguir: I. A configuração do crime independe da competência civil ou criminal do juiz que deferiu as medidas. II. Por se tratar de crime praticado no contexto de violência doméstica e familiar contra a mulher, trata-se de infração penal inafiançável. III. A ação penal, no caso, é pública condicionada à representação da ofendida. Está correto o que se afirma em",A,"I, apenas.",1,,,,,,
pc2025_01_pn_40,"Após o conturbado término da sua relação conjugal, Maria obteve, em juízo, medidas protetivas de urgência em detrimento de Caio, seu ex-marido, proibindo-o de ter qualquer tipo de contato ou aproximação, físico ou virtual, com a ofendida. Contudo, agindo dolosamente, Caio dela se aproximou, buscando a reconciliação do casal. Caracterizou-se, assim, o crime de descumprimento de medida protetiva de urgência. De acordo com a narrativa e considerando as disposições da Lei no 11.340/2006, analise as afirmativas a seguir: I. A configuração do crime independe da competência civil ou criminal do juiz que deferiu as medidas. II. Por se tratar de crime praticado no contexto de violência doméstica e familiar contra a mulher, trata-se de infração penal inafiançável. III. A ação penal, no caso, é pública condicionada à representação da ofendida. Está correto o que se afirma em",B,"II, apenas.",0,,,,,,
pc2025_01_pn_40,"Após o conturbado término da sua relação conjugal, Maria obteve, em juízo, medidas protetivas de urgência em detrimento de Caio, seu ex-marido, proibindo-o de ter qualquer tipo de contato ou aproximação, físico ou virtual, com a ofendida. Contudo, agindo dolosamente, Caio dela se aproximou, buscando a reconciliação do casal. Caracterizou-se, assim, o crime de descumprimento de medida protetiva de urgência. De acordo com a narrativa e considerando as disposições da Lei no 11.340/2006, analise as afirmativas a seguir: I. A configuração do crime independe da competência civil ou criminal do juiz que deferiu as medidas. II. Por se tratar de crime praticado no contexto de violência doméstica e familiar contra a mulher, trata-se de infração penal inafiançável. III. A ação penal, no caso, é pública condicionada à representação da ofendida. Está correto o que se afirma em",C,"III, apenas.",0,,,,,,
pc2025_01_pn_40,"Após o conturbado término da sua relação conjugal, Maria obteve, em juízo, medidas protetivas de urgência em detrimento de Caio, seu ex-marido, proibindo-o de ter qualquer tipo de contato ou aproximação, físico ou virtual, com a ofendida. Contudo, agindo dolosamente, Caio dela se aproximou, buscando a reconciliação do casal. Caracterizou-se, assim, o crime de descumprimento de medida protetiva de urgência. De acordo com a narrativa e considerando as disposições da Lei no 11.340/2006, analise as afirmativas a seguir: I. A configuração do crime independe da competência civil ou criminal do juiz que deferiu as medidas. II. Por se tratar de crime praticado no contexto de violência doméstica e familiar contra a mulher, trata-se de infração penal inafiançável. III. A ação penal, no caso, é pública condicionada à representação da ofendida. Está correto o que se afirma em",D,"I e III, apenas.",0,,,,,,
pc2025_01_pn_40,"Após o conturbado término da sua relação conjugal, Maria obteve, em juízo, medidas protetivas de urgência em detrimento de Caio, seu ex-marido, proibindo-o de ter qualquer tipo de contato ou aproximação, físico ou virtual, com a ofendida. Contudo, agindo dolosamente, Caio dela se aproximou, buscando a reconciliação do casal. Caracterizou-se, assim, o crime de descumprimento de medida protetiva de urgência. De acordo com a narrativa e considerando as disposições da Lei no 11.340/2006, analise as afirmativas a seguir: I. A configuração do crime independe da competência civil ou criminal do juiz que deferiu as medidas. II. Por se tratar de crime praticado no contexto de violência doméstica e familiar contra a mulher, trata-se de infração penal inafiançável. III. A ação penal, no caso, é pública condicionada à representação da ofendida. Está correto o que se afirma em",E,"I, II e III.",0,,,,,,
,,,,,,,,,,
pc2025_01_ppn_41,"Se necessário à prevenção e à repressão dos crimes relacionados ao tráfico de pessoas, o membro do Ministério Público ou o delegado de polícia poderão requisitar, mediante autorização judicial, às empresas prestadoras de serviço de telecomunicações e/ou telemática que disponibilizem imediatamente os meios técnicos adequados – como sinais, informações e outros – que permitam a localização da vítima ou dos suspeitos do delito em curso. De acordo com a narrativa e considerando as disposições do Código de Processo Penal, analise as afirmativas a seguir: I. O inquérito policial deverá ser instaurado no prazo máximo de quarenta e oito horas, contado do registro da respectiva ocorrência policial. II. Não havendo manifestação judicial no prazo de doze horas, a autoridade competente requisitará às empresas prestadoras de serviço de telecomunicações e/ou telemática que disponibilizem imediatamente os meios técnicos adequados – como sinais, informações e outros – que permitam a localização da vítima ou dos suspeitos do delito em curso, com imediata comunicação ao juiz. III. O sinal permitirá acesso ao conteúdo da comunicação de qualquer natureza, que independerá de autorização judicial, conforme disposto em lei. Está correto o que se afirma em",A,"I, apenas.",0,,,,,,
pc2025_01_ppn_41,"Se necessário à prevenção e à repressão dos crimes relacionados ao tráfico de pessoas, o membro do Ministério Público ou o delegado de polícia poderão requisitar, mediante autorização judicial, às empresas prestadoras de serviço de telecomunicações e/ou telemática que disponibilizem imediatamente os meios técnicos adequados – como sinais, informações e outros – que permitam a localização da vítima ou dos suspeitos do delito em curso. De acordo com a narrativa e considerando as disposições do Código de Processo Penal, analise as afirmativas a seguir: I. O inquérito policial deverá ser instaurado no prazo máximo de quarenta e oito horas, contado do registro da respectiva ocorrência policial. II. Não havendo manifestação judicial no prazo de doze horas, a autoridade competente requisitará às empresas prestadoras de serviço de telecomunicações e/ou telemática que disponibilizem imediatamente os meios técnicos adequados – como sinais, informações e outros – que permitam a localização da vítima ou dos suspeitos do delito em curso, com imediata comunicação ao juiz. III. O sinal permitirá acesso ao conteúdo da comunicação de qualquer natureza, que independerá de autorização judicial, conforme disposto em lei. Está correto o que se afirma em",B,"II, apenas.",1,,,,,,
